POPS_Number,Borough_Name,Borough_Code,Community_District,Address_Number,Street_Name,Zip_Code,Building_Address_With_Zip_Code,Tax_Block,Tax_Lot,Building_Name,Building_Location,Year_Completed,Building_Constructed,Public_Space_Type,Developer,Building_Architect,Principal_Public_Space_Designer,Size_Required,Hour_Of_Access_Required,Amenities_Required,Other_Required,Permitted_Amenities,Physically_Disabled,Latitude,Longitude,XCoordinate,YCoordinate
M080003,Manhattan,1,8,980,FIFTH AVENUE,10075,"980 FIFTH AVENUE, New York, NY 10075",1491,1,,Northeast corner of Fifth Avenue and East 79th Street,1967,Completed,Plaza,,Paul Resnick & Harry F. Green,Paul Resnick & Harry F. Green,Plaza 2879.50 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.777041,-73.963201,994442,222376
M080004,Manhattan,1,8,188,EAST 64 STREET,10065,"188 EAST 64 STREET, New York, NY 10065",1398,7501,Royale,Full blockfront on west side of Third Avenue between East 63rd and 64th Streets,1987,Completed,Residential Plaza,,"Schuman, Lichtenstein, Claman, Efron",Quennell Rothschild Associates,Residential Plaza 6667.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 8 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (2 cubic feet); Residential Plaza: Planting (Primary Space: 600 sf required, 730 sf provided; Visual Residual Space: 701.25 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 134 linear feet including 13.4 lf with backs required, 139 lf provided; Usable Residual Space: 54 linear feet including 5.4 lf with backs required, 50 lf of fixed seating and 1 four-foot movable bench provided); Residential Plaza: Trees on Street (9); Residential Plaza: Trees within Space (Primary Space: 6; Usable Residual Space: 2)",,,Full/Partial,40.764499,-73.964843,993989,217806
M080005,Manhattan,1,8,160,EAST 65 STREET,10065,"160 EAST 65 STREET, New York, NY 10065",1399,33,Phoenix,Full blcokfront on west side of Third Avenue between East 64th and 65th Streets,1969,Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 6814.74 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.765124,-73.964391,994114,218034
M080006,Manhattan,1,8,733,PARK AVENUE,10021,"733 PARK AVENUE, New York, NY 10021",1405,72,,Southeast corner of Park Avenue and East 71st Street,1970,Completed,Arcade; Plaza,733 Park Ave. Co.,Kahn and Jacobs with Harry F. Green,Kahn and Jacobs with Harry F. Green,Arcade 2070.57 sf; Plaza 1760.39 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.770092,-73.964136,994184,219844
M080008,Manhattan,1,8,200,EAST 61 STREET,10065,"200 EAST 61 STREET, New York, NY 10065",1415,7501,Savoy,Full blockfront on east side of Third Avenue between East 60th and 61st Streets,1985,Completed,Residential Plaza,,Philip Birnbaum,Thomas Balsley Associates,Residential Plaza 5190.76 sf,"Residential Plaza: Restricted Hours (Primary Space: 8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Bicycle Parking (Primary Space: 7 spaces required, 8 provided); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (10 cubic feet); Residential Plaza: Planting (Primary Space: 504.5 sf required, 651 sf provided; Usable Residual Space: 253.95 sf required, 645.6 sf provided; Visual Residual Space: 94 sf required, 105 sf provided); Residential Plaza: Plaque/Sign (2); Residential Plaza: Seating (Primary Space: 112 linear feet including 11.2 lf with backs required, 132 lf and 15 lf movable seating with backs provided; Usable Residual Space: 56.44 linear feet including 5.6 lf with backs required, 86 lf including 43 lf with backs provided); Residential Plaza: Trees on Street (16); Residential Plaza: Trees within Space (Primary Space: 6)",,,Full/Partial,40.762366,-73.965591,993782,217029
M080009,Manhattan,1,8,200,EAST 62 STREET,10065,"200 EAST 62 STREET, New York, NY 10065",1416,7501,Wellington Estates,Full blockfront on east side of Third Avenue between East 61st and 62nd Streets,1966,Completed,Arcade; Plaza,200 East Realty Corporation,Harry F. Green,Harry F. Green,Arcade 504.00 sf; Plaza 6250.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.763016,-73.965078,993924,217266
M080010,Manhattan,1,8,200,EAST 64 STREET,10065,"200 EAST 64 STREET, New York, NY 10065",1418,45,Carlton Towers,Southeast corner of Third Avenue and East 64th Street,1969,Completed,Plaza,,Philip Birnbaum,Abel Bainnson and Associates,Plaza 4604.00 sf,Plaza: Restricted Hours (elevated portion of Plaza: 6:00 am to midnight),Plaza: Lighting; Plaza: Litter Receptacles; Plaza: Planting (arbor and extensive landscaping in elevated portion of Plaza); Plaza: Plaque/Sign; Plaza: Seating (15 benches totaling 90 linear feet including 22 lf with backs in elevated portion of Plaza),,,None,40.764339,-73.964081,994200,217748
M080011,Manhattan,1,8,220,EAST 65 STREET,10065,"220 EAST 65 STREET, New York, NY 10065",1419,7503,Concorde,South side of East 65th Street between Second and Third Avenues,1979,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 1325.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.76444,-73.962659,994594,217785
M080012,Manhattan,1,8,200,EAST 65 STREET,10065,"200 EAST 65 STREET, New York, NY 10065",1419,7502,Bristol,Full blockfront on east side of Third Avenue between East 64th and 65th Streets,1987,Completed,Residential Plaza,,Ulrich Franzen & Associates/Philip Birnbaum & Associates,Ulrich Franzen & Associates/Philip Birnbaum & Associates; Thomas Balsley Associates,Residential Plaza 8368.50 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Bicycle Parking (12 spaces required, 14 spaces provided); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (12 cubic feet); Residential Plaza: Planting (945 sf required, 952 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (211 linear feet including 21.1 lf with backs required, 212 lf provided); Residential Plaza: Trees on Street (18); Residential Plaza: Trees within Space (6 required, 7 provided)",,,Full/Partial,40.764775,-73.963557,994345,217907
M080013,Manhattan,1,8,265,EAST 66 STREET,10065,"265 EAST 66 STREET, New York, NY 10065",1421,21,,Full blockfront on west side of Second Avenue between East 66th and 67th Streets,1975,Completed,Plaza,Second Avenue Solow Development Corp.,Gruzen & Partners,Gruzen & Partners,Plaza 7531.17 sf,Plaza: 24 Hours,Plaza: None,,,None,40.76548,-73.961174,995005,218164
M080014,Manhattan,1,8,254,EAST 68 STREET,10065,"254 EAST 68 STREET, New York, NY 10065",1422,21,,Full blockfront on west side of Second Avenue between East 67th and 68th Streets,1973,Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 8153.10 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.766067,-73.960813,995105,218378
M080015,Manhattan,1,8,205,EAST 95 STREET,10128,"205 EAST 95 STREET, New York, NY 10128",1541,1,Normandie Court,East side of Third Avenue between East 95th and 96th Streets,1985,Completed,Residential Plaza,Milstein Properties,Abraham D. Levitt Associates/The Vilkas Group,Abraham D. Levitt Associates/The Vilkas Group,Residential Plaza 8743.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (18 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles; Residential Plaza: Planting (1,305 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (291 linear feet including 29.1 lf with backs); Residential Plaza: Trees on Street (13); Residential Plaza: Trees within Space (13)",,,Full/Partial,40.78468,-73.94924,998307,225161
M080016,Manhattan,1,8,220,EAST 72 STREET,10021,"220 EAST 72 STREET, New York, NY 10021",1426,35,,South side of East 72nd Street between Second and Third Avenues,1974,Completed,Plaza,,Evans & Delehanty,Evans & Delehanty,Plaza 1740.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.768894,-73.959721,995407,219408
M080019,Manhattan,1,8,300,EAST 62 STREET,10065,"300 EAST 62 STREET, New York, NY 10065",1436,7501,Paladin,Southeast corner of Second Avenue and East 62nd Street,1985,Completed,Residential Plaza,"Empire Realty Group, Inc.",Liebman Liebman Associates,Liebman Liebman Associates,Residential Plaza 3143.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Artwork (sculpture); Residential Plaza: Bicycle Parking (6 spaces); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (6 cubic feet); Residential Plaza: Planting (471 sf required, 1,190 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (39.29 linear feet including 3.92 lf with backs required, 45.5 lf of planter wall and 22.5 lf of wood bench provided); Residential Plaza: Trees on Street (9); Residential Plaza: Trees within Space (3)",,,Full/Partial,40.762203,-73.96279,994558,216970
M080021,Manhattan,1,8,304,EAST 65 STREET,10065,"304 EAST 65 STREET, New York, NY 10065",1439,7501,Rio,Southeast corner of Second Avenue and East 65th Street,1987,Completed,Residential Plaza,Vector Real Estate Group,The Gruzen Partnership,Thomas Balsley Associates; Langan (2018 Redesign),Residential Plaza 4054.00 sf,"Residential Plaza: Restricted Hours (8:00 am to 8:00 pm or dark, whichever is later)",Residential Plaza: Bicycle Parking (5 spaces); Residential Plaza: Drinking Fountain (1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (3); Residential Plaza: Planting (1255 SF total of planters); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (117.26 LF of seating); Residential Plaza: Trees on Street (3); Residential Plaza: Trees within Space (5); Residential Plaza: Water Feature,,,Full/Partial,40.76394,-73.961457,994927,217603
M080022,Manhattan,1,8,353,EAST 72 STREET,10021,"353 EAST 72 STREET, New York, NY 10021",1447,19,Fontaine,North side of East 72nd Street between First and Second Avenues,1975,Completed,Arcade; Plaza,,Max Wechsler,Max Wechsler,Arcade 786.00 sf; Plaza 2411.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.7683,-73.956462,996310,219192
M080023,Manhattan,1,8,300,EAST 74 STREET,10021,"300 EAST 74 STREET, New York, NY 10021",1448,3,,Southeast corner of Second Avenue and East 74th Street,1967,Completed,Plaza,,H.I. Feldman,"H.I. Feldman; Devon Architects, P.C. (for alteration in 2005)",Plaza 5960.00 sf,"Plaza: Restricted Hours (8:00 am to 8:00 pm or dusk, whichever is later)","Plaza: Bicycle Parking (1 bike rack); Plaza: Drinking Fountain (1); Plaza: Lighting; Plaza: Litter Receptacles (2); Plaza: Planting (including ivy providing mandatory screening of northwestern area adjacent to the Plaza that is used for storage of recyclables); Plaza: Seating (six 4' benches with backs, seven 4' benches with backs)",,,Full/Partial,40.769708,-73.957403,996049,219705
M080025,Manhattan,1,8,300,EAST 75 STREET,10021,"300 EAST 75 STREET, New York, NY 10021",1449,3,Fairmont,Southeast corner of Second Avenue and East 75th Street,1979,Completed,Arcade; Landscaped Park; Plaza,Arwin East 74th Street Co.,Philip Birnbaum,Philip Birnbaum,Arcade 1560.00 sf; Landscaped Park 0.00 sf; Plaza 8556.48 sf,Arcade: 24 Hours; Landscaped Park: Restricted Hours (open during daylight hours); Plaza: 24 Hours,Landscaped Park: Planting; Landscaped Park: Seating (seating area); Plaza: Artwork (sculptures in planting areas at East 75th Street); Plaza: Planting; Plaza: Seating (4 six-foot benches on Second Avenue); Plaza: Water Feature (fountain at East 75th Street),,,Full/Partial,40.770262,-73.956691,996246,219907
M080027,Manhattan,1,8,400,EAST 70 STREET,10021,"400 EAST 70 STREET, New York, NY 10021",1464,7501,Kingsley,Southeast corner of First Avenue and East 70th Street,1983,Completed,Residential Plaza,,Stephen B. Jacobs & Associates,Quennell Rothschild Associates,Residential Plaza 4739.00 sf,"Residential Plaza: Restricted Hours (Primary Space: 8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Artwork (Usable Residual Space: wall mural on north wall of adjoining building at 1290 First Avenue); Residential Plaza: Bicycle Parking (Primary Space: 6 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (3 cubic feet); Residential Plaza: Planting (Primary Space: 450 sf required, 649 sf provided; Visual Residual Space: 808 sf); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 95 linear feet including 9.5 lf with backs required, 95 lf provided; Usable Residual Space: 25 linear feet including 2.5 lf with backs required, 25 lf provided); Residential Plaza: Trees on Street (15); Residential Plaza: Trees within Space (Primary Space: 5; Visual Residual Space: 5)",,,Full/Partial,40.76614,-73.956792,996219,218405
M080029,Manhattan,1,8,400,EAST 71 STREET,10021,"400 EAST 71 STREET, New York, NY 10021",1465,1,Windsor,Full blockfront on east side of First Avenue between East 70th and 71st Streets,1979,Completed,Plaza,,"Schuman, Lichtenstein, Claman","Schuman, Lichtenstein, Claman",Plaza 7297.86 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.766735,-73.956246,996370,218622
M080030,Manhattan,1,8,1385,YORK AVENUE,10021,"1385 YORK AVENUE, New York, NY 10021",1468,21,Stratford,Full blockfront on west side of York Avenue between East 73rd and 74th Streets,1969,Completed,Plaza,,Max Siegel Associates,Max Siegel Associates,Plaza 12034.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.768013,-73.953411,997155,219088
M080031,Manhattan,1,8,1365,YORK AVENUE,10021,"1365 YORK AVENUE, New York, NY 10021",1467,21,Somerset,Full blockfront on west side of York Avenue between East 72nd and 73rd Streets,1977,Completed,Plaza,Peter Kalikow,Philip Birnbaum,Philip Birnbaum,Plaza 11606.97 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.767374,-73.953867,997029,218855
M080032,Manhattan,1,8,985,FIFTH AVENUE,10075,"985 FIFTH AVENUE, New York, NY 10075",1491,4,,East side of Fifth Avenue between East 79th and 80th Streets,1969,Completed,Arcade; Plaza,Bernard Spitzer,Wechsler & Schimenti,Wechsler & Schimenti,Arcade 1443.55 sf; Plaza 1386.18 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: None,,,Full/Partial,40.777261,-73.96315,994456,222456
M080033,Manhattan,1,8,900,PARK AVENUE,10075,"900 PARK AVENUE, New York, NY 10075",1491,7501,Park 900,Northwest corner of Park Avenue and East 79th Street,1973,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5076.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.776088,-73.960695,995136,222029
M080034,Manhattan,1,8,50,EAST 89 STREET,10128,"50 EAST 89 STREET, New York, NY 10128",1500,45,Park Regis,South side of East 89th Street between Park and Madison Avenues,1974,Completed,Landscaped Open Area; Plaza (Park-Like Open Space),,Philip Birnbaum,Philip Birnbaum,Landscaped Open Area 0.00 sf; Plaza (Park-Like Open Space) 8395.35 sf,"Landscaped Open Area: 24 Hours; Plaza (Park-Like Open Space): Restricted Hours (April 16 through October 15, 8:00 am to 8:00 pm, October 16 through April 15, 8:00 am to 6:00 pm)","Landscaped Open Area: Lighting; Landscaped Open Area: Planting (Landscaped Open Area, Plaza (Park-Like Open Space)); Plaza (Park-Like Open Space): Lighting; Plaza (Park-Like Open Space): Other Required (children's play area); Plaza (Park-Like Open Space): Planting (Landscaped Open Area, Plaza (Park-Like Open Space)); Plaza (Park-Like Open Space): Seating (sitting area)",children's play area,,Full/Partial,40.782188,-73.956911,996183,224252
M080035,Manhattan,1,8,45,EAST 89 STREET,10128,"45 EAST 89 STREET, New York, NY 10128",1501,7501,,East side of Madison Avenue between East 89th and 90th Streets,1969,Completed,Plaza,,Emery Roth & Sons,Emery Roth & Sons,Plaza 9587.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.783039,-73.956643,996257,224562
M080036,Manhattan,1,8,40,EAST 94 STREET,10128,"40 EAST 94 STREET, New York, NY 10128",1505,7502,Carnegie Hill Tower,Southeast corner of Madison Avenue and East 94th Street,1983,Completed,Access to Public Open Area; Public Open Area,East 93rd Street Equities Corp./Lifford Properties,Edward V. Giannasca,Edward V. Giannasca,Access to Public Open Area 3083.00 sf; Public Open Area 11040.21 sf,Access to Public Open Area: Restricted Hours (8:00 am to sunset); Public Open Area: Restricted Hours (8:00 am to sunset),"Public Open Area: Lighting; Public Open Area: Other Required (Public Open Area: decorative paving; sidewalk); Public Open Area: Planting (Public Open Area: 600 sf); Public Open Area: Plaque/Sign; Public Open Area: Seating (Public Open Area: 80 linear feet); Public Open Area: Trees on Street (19); Public Open Area: Trees within Space (Public Open Area: 18 required, 30 provided)",Public Open Area: decorative paving; sidewalk,,Full/Partial,40.785564,-73.954948,996726,225482
M080037,Manhattan,1,8,178,EAST 80 STREET,10075,"178 EAST 80 STREET, New York, NY 10075",1508,38,Kenilworth,South side of East 80th Street between Third and Lexington Avenues,1972,Completed,Plaza,Kalikow Construction Corp.,Philip Birnbaum,Philip Birnbaum,Plaza 3655.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.774838,-73.957349,996063,221574
M080039,Manhattan,1,8,171,EAST 84 STREET,10028,"171 EAST 84 STREET, New York, NY 10028",1513,7501,Evans Tower,Northwest corner of Third Avenue and East 84th Street,1986,Completed,Residential Plaza,Legent Realty Co.,Philip Birnbaum,Philip Birnbaum; Thomas Balsley Associates,Residential Plaza 4249.74 sf,Residential Plaza: 24 Hours,"Residential Plaza: Bicycle Parking (Primary Space: 7 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (8 cubic feet); Residential Plaza: Planting (Primary Space: 524 sf required, 660 sf provided; Usable Residual Space: 113.6 sf required, 168 sf provided); Residential Plaza: Plaque/Sign (1); Residential Plaza: Seating (Primary Space: 116.4 linear feet including 11.6 lf with backs required, 118.2 lf including 105.2 lf with backs provided; Usable Residual Space: 25.2 linear feet including 2.5 lf with backs required, 40 lf with backs provided); Residential Plaza: Trees within Space (Primary Space: 6 required, 16 provided); Residential Plaza: Water Feature (114 sf)",,,Full/Partial,40.777876,-73.955231,996649,222681
M080040,Manhattan,1,8,185,EAST 85 STREET,10028,"185 EAST 85 STREET, New York, NY 10028",1514,39,Park Lane Towers,Full blockfront on west side of Third Avenue between East 85th and 86th Streets,1966,Completed,Plaza; Plaza- Connected Open Area,,H.I. Feldman,Arthur J. Klonsky,Plaza 13655.00 sf; Plaza- Connected Open Area 2936.00 sf,Plaza- Connected Open Area: 24 Hours; Plaza: 24 Hours,Plaza- Connected Open Area: None; Plaza: None,,,Full/Partial,40.778669,-73.954732,996787,222970
M080041,Manhattan,1,8,111,EAST 85 STREET,10028,"111 EAST 85 STREET, New York, NY 10028",1514,8,,North side of East 85th Street between Lexington and Park Avenues,1971,Completed,Arcade; Plaza,,Philip Birnbaum,Philip Birnbaum,Arcade 566.70 sf; Plaza 5581.19 sf,Arcade: 24 Hours; Plaza: 24 Hours,"Plaza: Lighting (back-lit canopy providing lighting for Plaza); Plaza: Planting (3 four-foot diameter planters, 4 five-foot diameter planters); Plaza: Seating (seating around planters); Plaza: Trees on Street (2); Plaza: Trees within Space (2 in planters)",,,None,40.779485,-73.956624,996263,223267
M080042,Manhattan,1,8,1065,PARK AVENUE,10128,"1065 PARK AVENUE, New York, NY 10128",1516,1,Carlton Park,Northeast corner of Park Avenue and East 87th Street,1974,Completed,Arcade; Plaza,,Harry F. Green/Stephen C. Lyras,Harry F. Green/Stephen C. Lyras,Arcade 1812.00 sf; Plaza 2320.00 sf,Arcade: 24 Hours; Plaza: 24 Hours,Arcade: None; Plaza: Lighting; Plaza: Litter Receptacles (1); Plaza: Planting (309.5 sf); Plaza: Plaque/Sign; Plaza: Seating (88.9 LF Seating); Plaza: Trees within Space (1),,,Full/Partial,40.780871,-73.956255,996365,223772
M080043,Manhattan,1,8,115,EAST 87 STREET,10128,"115 EAST 87 STREET, New York, NY 10128",1516,7502,Carnegie Towers,North side of East 87th Street between Lexington and Park Avenues,1972,Completed,Plaza,,Jay Sam Unger & Associates,Jay Sam Unger & Associates,Plaza 2633.40 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.780796,-73.955598,996547,223745
M080044,Manhattan,1,8,182,EAST 95 STREET,10128,"182 EAST 95 STREET, New York, NY 10128",1523,34,Highgate,Southwest corner of Third Avenue and East 95th Street. Additional lot: 1523/34-40.,1980,Completed,Residential Plaza,,"Jarmul, Brizee & Levitt","Jarmul, Brizee & Levitt",Residential Plaza 5220.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Artwork (east wall of adjacent building (180 East 95th Street) to be treated with artwork approved by the New York City Art Commission); Residential Plaza: Bicycle Parking (Primary Space: 8 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (7.6 cubic feet required); Residential Plaza: Planting (Primary Space: 581.6 sf required, 783 sf planting and 1,141 sf ground cover provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 129 linear feet including 12.9 lf with backs required, 155 lf provided; Usable Residual Space: 45 linear feet including 4.5 lf with backs required, 47 lf provided); Residential Plaza: Trees on Street (5); Residential Plaza: Trees within Space (Primary Space: 4; Usable Residual Space: 2)",,,Full/Partial,40.784371,-73.950341,998002,225048
M080046,Manhattan,1,8,200,EAST 82 STREET,10028,"200 EAST 82 STREET, New York, NY 10028",1527,45,Wimbledon,"Southeast corner of Third Avenue and East 82nd Street. Additional lots: 1527/41,43-45,47,48,146",1980,Completed,Plaza,,Schuman Lichtenstein Claman,Schuman Lichtenstein Claman,Plaza 2536.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.775905,-73.955688,996523,221963
M080048,Manhattan,1,8,250,EAST 87 STREET,10128,"250 EAST 87 STREET, New York, NY 10128",1532,22,Newbury,Full blockfront on west side of Second Avenue between East 86th and 87th Streets. Original BBL: 1532/30.,1970,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 6667.67 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.778385,-73.951833,997590,222867
M080049,Manhattan,1,8,201,EAST 87 STREET,10128,"201 EAST 87 STREET, New York, NY 10128",1533,1,Claridge House,Full blockfront on east side of Third Avenue between East 87th and 88th Streets,1975,Completed,Park; Plaza,,Philip Birnbaum,Beyer-Blinder-Belle,Park 2698.90 sf; Plaza 0.00 sf,Park: 24 Hours; Plaza: 24 Hours,Park: Artwork (sculpture); Park: Planting (ground cover); Park: Seating (seat walls of minimum 16-inch height); Park: Trees within Space (26); Park: Water Feature (pool with water jets and water steps); Plaza: Lighting (Bollard Lights in Plaza area per site plan drawings),,,Full/Partial,40.779615,-73.95284,997311,223315
M080050,Manhattan,1,8,200,EAST 89 STREET,10128,"200 EAST 89 STREET, New York, NY 10128",1534,7501,Monarch,Southeast corner of Thrid Avenue and East 89th Street. Original BBL: 1534/1001-1262.,1988,Completed,Residential Plaza,Third Eighty-Ninth Associates,Schuman Lichtenstein Claman Efron,Schuman Lichtenstein Claman Efron,Residential Plaza 4868.40 sf,"Residential Plaza: Restricted Hours (Primary Space: 8:00 am to 8:00 pm or dark, whichever is later)","Residential Plaza: Bicycle Parking (Primary Space: 6 spaces); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (1.46 cubic feet required, 2 cf provided); Residential Plaza: Planting (Primary Space: 438 sf required, 865.5 sf provided;  Visual Residual Space: 740.15 sf required, 799.36 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Seating (Primary Space: 97.4 linear feet including 9.74 lf with backs required, 101 lf including 86 lf with backs provided; Usable Residual Space: 29.6 linear feet including 2.96 lf with backs required, 37 lf including 18 lf with backs provided); Residential Plaza: Trees on Street (11); Residential Plaza: Trees within Space (Primary Space: 5 required, 17 provided)",,,Full/Partial,40.780411,-73.952254,997473,223605
M080051,Manhattan,1,8,200,EAST 90 STREET,10128,"200 EAST 90 STREET, New York, NY 10128",1535,3,,Southeast corner of Third Avenue and East 90th Street,1974,Completed,Plaza,,"Schuman, Lichtenstein, Claman & Efron","Schuman, Lichtenstein, Claman & Efron",Plaza 5937.71 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.78099,-73.951976,997550,223816
M080053,Manhattan,1,8,301,EAST 79 STREET,10075,"301 EAST 79 STREET, New York, NY 10075",1542,7501,Continental Towers,"Northeast corner of Second Avenue and East 79th Street. Original BBL: 1542/1101-1545,12,49.",1977,Completed,Plaza,79th Associates,Philip Birnbaum and Mathews Nielsen,M. Paul Friedberg; Bill Bott and Mathews Nielsen (for alteration in 2003),Plaza 8810.20 sf,Plaza: 24 Hours,"Plaza: Lighting; Plaza: Litter Receptacles (2); Plaza: Planting (37 planters, 12 greenscreen columns with vine plantings); Plaza: Plaque/Sign (1); Plaza: Seating (10 benches containing 20 seats with backs, 16 fixed chairs at tables); Plaza: Tables (4 with checkerboard top); Plaza: Trees within Space (4)",,,Full/Partial,40.773327,-73.954245,996923,221024
M080054,Manhattan,1,8,345,EAST 80 STREET,10075,"345 EAST 80 STREET, New York, NY 10075",1543,7501,East Winds,Full blockfront on west side of First Avenue between East 80th and 81st Streets. Original BBL: 1543/1001-1335.,1973,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 7070.00 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.773469,-73.952306,997460,221076
M080055,Manhattan,1,8,303,EAST 83 STREET,10028,"303 EAST 83 STREET, New York, NY 10028",1546,1,Camargue,"Northeast corner of Second Avenue and East 83rd Street. Additional lot: 1546/1, 50",1977,Completed,Plaza,Romford Realty Corporation,Philip Birnbaum,Philip Birnbaum,Plaza 6518.10 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.776028,-73.952651,997364,222008
M080056,Manhattan,1,8,353,EAST 83 STREET,10028,"353 EAST 83 STREET, New York, NY 10028",1546,23,,Northwest corner of First Avenue and East 83rd Street,1968,Completed,Plaza,,Philip Birnbaum,Philip Birnbaum,Plaza 5640.62 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.775349,-73.9509,997849,221761
M080057,Manhattan,1,8,351,EAST 84 STREET,10028,"351 EAST 84 STREET, New York, NY 10028",1547,23,Adams Tower,Full blockfront on west side of First Avenue between East 84th and 85th Streets,1969,Completed,Plaza,,Wechsler & Schimenti,Wechsler & Schimenti,Plaza 6694.95 sf,Plaza: 24 Hours,Plaza: None,,,Full/Partial,40.77592,-73.950449,997974,221969
M080058,Manhattan,1,8,300,EAST 85 STREET,10028,"300 EAST 85 STREET, New York, NY 10028",1547,49,America,"Southeast corner of Second Avenue and East 85th Street. Additional lots: 1547/ 2, 3, 49, 104.",1987,Completed,Residential Plaza,Ian Bruce Eichner,Murphy/Jahn,Murphy/Jahn,Residential Plaza 5300.00 sf,Residential Plaza: 24 Hours,"Residential Plaza: Artwork (Primary Space: sculpture); Residential Plaza: Bicycle Parking (Primary Space: 7 spaces required, 8 provided); Residential Plaza: Drinking Fountain (Primary Space: 1); Residential Plaza: Lighting; Residential Plaza: Litter Receptacles (6.36 cubic feet); Residential Plaza: Planting (Primary Space: 477 sf required, 489 sf provided; Usable Residual Space: 144 sf required, 166.9 sf provided; Visual Residual Space: 812 sf required, 922.5 sf provided); Residential Plaza: Plaque/Sign; Residential Plaza: Retail Frontage; Residential Plaza: Seating (Primary Space: 40 linear feet including 4 lf with backs required, 60 lf including 44 lf with backs provided; Usable Residual Space: 12 linear feet including 1.2 lf with backs required, 63 lf including 5 lf with backs provided); Residential Plaza: Trees on Street (12); Residential Plaza: Trees within Space (Primary Space: 4 required, 6 provided; Usable Residual Space: 1 required, 2 provided)",,,Full/Partial,40.776864,-73.952051,997530,222313
